Steps,Policy/Entropy,Environment/Lesson,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
395000,1.481427,1.0,27.285714285714285,-0.48047054,-0.04755101,-0.6585337400436402,-0.6585337400436402,0.008030724884676082,1.0
396000,1.4814271,1.0,23.953488372093023,-0.50575566,-0.04858201,-0.7892492271604992,-0.7892492271604992,0.006524986964428709,1.0
397000,1.4814268,1.0,23.756756756756758,-0.49669528,-0.046355855,-0.6721477398746892,-0.6721477398746892,0.006771757359322356,1.0
398000,1.4814268,1.0,26.37837837837838,-0.4994338,-0.04919481,-0.6664515588734601,-0.6664515588734601,0.007739474864777278,1.0
399000,1.4814268,1.0,26.026315789473685,-0.47525626,-0.04382715,-0.687957564466878,-0.687957564466878,0.0068044529517034165,1.0
400000,1.481427,1.0,26.514285714285716,-0.46267653,-0.044137247,-0.5235859377043588,-0.5235859377043588,0.007674912892148963,1.0
401000,1.481427,1.0,24.05,-0.4741807,-0.044830233,-0.6745926782488822,-0.6745926782488822,0.006812543392879888,1.0
402000,1.4814272,1.0,23.547619047619047,-0.48323622,-0.045844167,-0.787415250426247,-0.787415250426247,0.006316527818507027,1.0
403000,1.4814268,1.0,23.897435897435898,-0.4866343,-0.047615837,-0.6808642943700155,-0.6808642943700155,0.007102445430623798,1.0
404000,1.4814271,1.0,23.341463414634145,-0.5254587,-0.05044986,-0.7352761161036607,-0.7352761161036607,0.006804289659712373,1.0
405000,1.481427,1.0,29.303030303030305,-0.4697826,-0.044327945,-0.5975095160079725,-0.5975095160079725,0.008423592380219789,1.0
406000,1.481427,1.0,25.076923076923077,-0.49108675,-0.04673061,-0.6878072008108481,-0.6878072008108481,0.007129387971825707,1.0
407000,1.4814271,1.0,21.177777777777777,-0.4779653,-0.045858555,-0.772157343228658,-0.772157343228658,0.006298430388172468,1.0
408000,1.4815497,1.0,24.140350877192983,-0.5061509,-0.04823543,-0.7739563043727431,-0.7739563043727431,0.005647302337185761,1.0
409000,1.4840649,1.0,20.814814814814813,-0.5680429,-0.06767139,-0.6863160163164139,-0.6863160163164139,0.006418221045169048,1.0
410000,1.4840649,1.0,27.176470588235293,-0.54915106,-0.068536855,-0.6559135505131313,-0.6559135505131313,0.006395509240350553,1.0
411000,1.4840649,1.0,25.17948717948718,-0.54719204,-0.07058541,-0.5345576466658176,-0.5345576466658176,0.0069582495444382615,1.0
412000,1.4840647,1.0,24.125,-0.56429565,-0.06732179,-0.7578723564743995,-0.7578723564743995,0.006164166145026684,1.0
413000,1.4840647,1.0,23.846153846153847,-0.5783464,-0.0714311,-0.7276346951723098,-0.7276346951723098,0.006396953098010272,1.0
414000,1.4840649,1.0,23.51219512195122,-0.5707833,-0.06765025,-0.7109811458645797,-0.7109811458645797,0.005823618366110434,1.0
415000,1.4840649,1.0,22.441860465116278,-0.5675771,-0.06978223,-0.7028660704923231,-0.7028660704923231,0.006053661044990254,1.0
416000,1.4840647,1.0,23.186046511627907,-0.5701427,-0.06905985,-0.7676362005018053,-0.7676362005018053,0.005724929880151259,1.0
417000,1.4840647,1.0,29.25,-0.5379743,-0.067993134,-0.5160287275458827,-0.5160287275458827,0.007575600457405953,1.0
418000,1.4840647,1.0,22.75609756097561,-0.5753668,-0.070238136,-0.7572943262937593,-0.7572943262937593,0.006088824971101996,1.0
419000,1.4840647,1.0,20.717391304347824,-0.5890414,-0.06983624,-0.7061342273069464,-0.7061342273069464,0.005647612052321758,1.0
420000,1.4840649,1.0,25.81578947368421,-0.56710374,-0.06979096,-0.7276944031840876,-0.7276944031840876,0.006992909882683307,1.0
421000,1.4840647,1.0,25.864864864864863,-0.56518126,-0.06890567,-0.6122108407922693,-0.6122108407922693,0.006677799398784299,1.0
422000,1.4840647,1.0,23.875,-0.58146495,-0.068631165,-0.7396693512797355,-0.7396693512797355,0.006134103631484322,1.0
423000,1.4840649,1.0,27.31578947368421,-0.56628054,-0.068910286,-0.6074775006320026,-0.6074775006320026,0.00662411076671167,1.0
424000,1.4840648,1.0,26.647058823529413,-0.56520534,-0.06931024,-0.6197447896003723,-0.6197447896003723,0.0072649503126740456,1.0
425000,1.4840649,1.0,24.333333333333332,-0.5543717,-0.06918769,-0.717342578447782,-0.717342578447782,0.0064610613432402415,1.0
426000,1.4840648,1.0,26.583333333333332,-0.55762917,-0.06934574,-0.6402581797705756,-0.6402581797705756,0.0071975142669139635,1.0
427000,1.4840648,1.0,26.62162162162162,-0.55041385,-0.06939796,-0.7096477978759341,-0.7096477978759341,0.007060891043187844,1.0
428000,1.4840649,1.0,24.128205128205128,-0.5639473,-0.06997923,-0.6780103608965874,-0.6780103608965874,0.006498456836561672,1.0
429000,1.4843842,1.0,30.62162162162162,-0.5659052,-0.0778235,-0.4901004657149315,-0.4901004657149315,0.007442353780788835,1.0
430000,1.4873519,1.0,21.513513513513512,-0.5939355,-0.08589514,-0.7325873119490487,-0.7325873119490487,0.00562081365690877,1.0
431000,1.4873518,1.0,20.340425531914892,-0.6054295,-0.08589469,-0.7965798733082223,-0.7965798733082223,0.005400790830459842,1.0
432000,1.4873515,1.0,24.15,-0.57495534,-0.08521509,-0.6953240245580673,-0.6953240245580673,0.006281573609157931,1.0
433000,1.4873519,1.0,27.02857142857143,-0.58219403,-0.084434785,-0.6348419342722211,-0.6348419342722211,0.0068852467512312745,1.0
434000,1.4873518,1.0,23.675,-0.6093833,-0.08362695,-0.7087027924816783,-0.7087027924816783,0.005555766540942941,1.0
435000,1.4873519,1.0,24.38095238095238,-0.6013456,-0.085450426,-0.6890299414716116,-0.6890299414716116,0.005801066114544505,1.0
436000,1.4873519,1.0,21.414634146341463,-0.6087117,-0.087743685,-0.6686336802584785,-0.6686336802584785,0.0058945298854572075,1.0
437000,1.4873518,1.0,25.153846153846153,-0.5941662,-0.0875887,-0.6954588278745993,-0.6954588278745993,0.00683965582627421,1.0
438000,1.4873519,1.0,24.23076923076923,-0.58818233,-0.08329802,-0.7506598493991754,-0.7506598493991754,0.005527160596102476,1.0
439000,1.4873519,1.0,28.176470588235293,-0.5860673,-0.08473764,-0.6650667041540146,-0.6650667041540146,0.007350419798646779,1.0
440000,1.4873517,1.0,21.282608695652176,-0.61986965,-0.08577231,-0.7860240754873856,-0.7860240754873856,0.005087867090681001,1.0
441000,1.4873518,1.0,25.263157894736842,-0.5975883,-0.0854824,-0.6328765169570321,-0.6328765169570321,0.0062923934249403445,1.0
442000,1.4873518,1.0,24.307692307692307,-0.5823188,-0.08418935,-0.6422995038521595,-0.6422995038521595,0.006278941410784729,1.0
443000,1.4873519,1.0,25.842105263157894,-0.5811764,-0.0875792,-0.6292701975295418,-0.6292701975295418,0.006535139274905975,1.0
444000,1.4873515,1.0,20.382978723404257,-0.6074188,-0.08569131,-0.7577646530192831,-0.7577646530192831,0.00553309509743248,1.0
445000,1.4873517,1.0,22.285714285714285,-0.6190667,-0.08570241,-0.7235429633495419,-0.7235429633495419,0.005414268414782317,1.0
446000,1.4873518,1.0,22.558139534883722,-0.6163853,-0.08774136,-0.7954885874475751,-0.7954885874475751,0.005683313927701896,1.0
447000,1.4873515,1.0,24.512820512820515,-0.60706973,-0.086004935,-0.644781020283699,-0.644781020283699,0.006323348480509594,1.0
448000,1.4873519,1.0,29.264705882352942,-0.5852226,-0.084804244,-0.5407431809341207,-0.5407431809341207,0.006964301265885725,1.0
449000,1.4874383,1.0,24.264150943396228,-0.59424764,-0.08735653,-0.6446281204352508,-0.6446281204352508,0.007042446928853924,1.0
450000,1.4897443,1.0,22.25925925925926,-0.60882854,-0.1042685,-0.7227718067723651,-0.7227718067723651,0.005608349104498534,1.0
451000,1.4897443,1.0,22.5,-0.6009071,-0.10200051,-0.65823685555231,-0.65823685555231,0.005157189499143334,1.0
452000,1.4897442,1.0,23.365853658536587,-0.600283,-0.10057368,-0.6745671746207447,-0.6745671746207447,0.005486387712597029,1.0
453000,1.4897443,1.0,23.804878048780488,-0.6012148,-0.10126245,-0.6411031121160926,-0.6411031121160926,0.005488116475867062,1.0
454000,1.4897443,1.0,28.939393939393938,-0.5937481,-0.09994121,-0.5458392302195231,-0.5458392302195231,0.007010407879892172,1.0
455000,1.4897443,1.0,25.0,-0.5960221,-0.10231216,-0.6399463537411813,-0.6399463537411813,0.00620881397014436,1.0
456000,1.4897443,1.0,23.0,-0.62450176,-0.10273012,-0.7584824991780658,-0.7584824991780658,0.005128543547809471,1.0
457000,1.4897444,1.0,26.114285714285714,-0.60686207,-0.10138672,-0.6574442148208618,-0.6574442148208618,0.006319072473395084,1.0
458000,1.4897443,1.0,21.84090909090909,-0.6190469,-0.10437603,-0.7308245721188459,-0.7308245721188459,0.005337247005875476,1.0
459000,1.4897442,1.0,24.35,-0.6070094,-0.10284078,-0.6412333577871323,-0.6412333577871323,0.005761133841588162,1.0
460000,1.4897443,1.0,26.756756756756758,-0.5988817,-0.100724556,-0.6023683145239547,-0.6023683145239547,0.006183202164499341,1.0
461000,1.4897443,1.0,24.473684210526315,-0.60411894,-0.10283636,-0.6609838840208555,-0.6609838840208555,0.006311979322498174,1.0
462000,1.4897443,1.0,24.973684210526315,-0.5996491,-0.102397464,-0.6914789598239096,-0.6914789598239096,0.005887802494199653,1.0
463000,1.4897443,1.0,30.15625,-0.59554034,-0.10108938,-0.447432117536664,-0.447432117536664,0.006933755270438269,1.0
464000,1.4897443,1.0,23.261904761904763,-0.6006731,-0.10241831,-0.678343517439706,-0.678343517439706,0.005694601341106352,1.0
465000,1.4897443,1.0,25.945945945945947,-0.60347116,-0.101222366,-0.6517863289729969,-0.6517863289729969,0.0062605108109277646,1.0
466000,1.4897442,1.0,25.31578947368421,-0.6000787,-0.10165868,-0.5172196869787417,-0.5172196869787417,0.006004323171892841,1.0
467000,1.4897444,1.0,26.916666666666668,-0.5920712,-0.10104955,-0.55650262037913,-0.55650262037913,0.006089052573467295,1.0
468000,1.4897443,1.0,23.642857142857142,-0.6234336,-0.102666214,-0.7257307549802269,-0.7257307549802269,0.005841812505046042,1.0
469000,1.4897443,1.0,23.487179487179485,-0.6072165,-0.10075118,-0.6748963534832001,-0.6748963534832001,0.0056039105722447856,1.0
