Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
140000,1.4111966,199.0,-0.23955704,-0.995705948156469,-0.995705948156469,1.0
144000,1.4111962,199.0,-0.23768741,-0.9950000643730164,-0.9950000643730164,1.0
148000,1.4104748,199.0,-0.25908238,-0.9955218045607858,-0.9955218045607858,1.0
152000,1.4101484,199.0,-0.2655418,-0.995705948156469,-0.995705948156469,1.0
156000,1.4101931,199.0,-0.2686525,-0.9950000643730164,-0.9950000643730164,1.0
160000,1.4106637,199.0,-0.28948098,-0.9956000655889511,-0.9956000655889511,1.0
164000,1.4106637,199.0,-0.29059806,-0.9950000643730164,-0.9950000643730164,1.0
168000,1.4106363,199.0,-0.2995775,-0.9954138583150404,-0.9954138583150404,1.0
172000,1.4105932,199.0,-0.311092,-0.995705948156469,-0.995705948156469,1.0
176000,1.410613,199.0,-0.31196094,-0.9950000643730164,-0.9950000643730164,1.0
180000,1.4105093,199.0,-0.32886276,-0.9955218045607858,-0.9955218045607858,1.0
184000,1.4105093,199.0,-0.33008406,-0.995705948156469,-0.995705948156469,1.0
188000,1.4095227,199.0,-0.3368818,-0.9950000643730164,-0.9950000643730164,1.0
192000,1.4086112,199.0,-0.34511703,-0.9956000655889511,-0.9956000655889511,1.0
196000,1.4086113,199.0,-0.34672263,-0.9950000643730164,-0.9950000643730164,1.0
200000,1.407334,199.0,-0.35744438,-0.9954138583150404,-0.9954138583150404,1.0
204000,1.4070803,199.0,-0.3606911,-0.995705948156469,-0.995705948156469,1.0
208000,1.4071172,199.0,-0.36406788,-0.9950000643730164,-0.9950000643730164,1.0
212000,1.4074801,199.0,-0.37257653,-0.9955218045607858,-0.9955218045607858,1.0
216000,1.4074801,199.0,-0.37332892,-0.995705948156469,-0.995705948156469,1.0
220000,1.4075952,199.0,-0.38123956,-0.9950000643730164,-0.9950000643730164,1.0
224000,1.4076355,199.0,-0.3848034,-0.9956000655889511,-0.9956000655889511,1.0
228000,1.40761,199.0,-0.38762826,-0.9950000643730164,-0.9950000643730164,1.0
232000,1.4073879,199.0,-0.3953036,-0.9954138583150404,-0.9954138583150404,1.0
236000,1.407388,199.0,-0.3969155,-0.995705948156469,-0.995705948156469,1.0
240000,1.4070903,199.0,-0.4031648,-0.9950000643730164,-0.9950000643730164,1.0
244000,1.4066489,199.0,-0.40740266,-0.9955218045607858,-0.9955218045607858,1.0
248000,1.4065694,199.0,-0.40792638,-0.995705948156469,-0.995705948156469,1.0
252000,1.4059169,199.0,-0.4179475,-0.9950000643730164,-0.9950000643730164,1.0
256000,1.4059168,199.0,-0.41853803,-0.9956000655889511,-0.9956000655889511,1.0
260000,1.4057851,199.0,-0.4227981,-0.9950000643730164,-0.9950000643730164,1.0
264000,1.405292,199.0,-0.42709458,-0.9954138583150404,-0.9954138583150404,1.0
268000,1.4052922,199.0,-0.4285736,-0.995705948156469,-0.995705948156469,1.0
272000,1.4047458,199.0,-0.4366413,-0.9950000643730164,-0.9950000643730164,1.0
276000,1.4044687,199.0,-0.4377337,-0.9955218045607858,-0.9955218045607858,1.0
280000,1.4042821,199.0,-0.43997803,-0.995705948156469,-0.995705948156469,1.0
284000,1.4027919,199.0,-0.44603902,-0.9950000643730164,-0.9950000643730164,1.0
288000,1.4027919,199.0,-0.44648704,-0.9956000655889511,-0.9956000655889511,1.0
292000,1.402315,199.0,-0.4511244,-0.9950000643730164,-0.9950000643730164,1.0
296000,1.4014153,199.0,-0.45310804,-0.9954138583150404,-0.9954138583150404,1.0
300000,1.4013033,199.0,-0.45473704,-0.995705948156469,-0.995705948156469,1.0
304000,1.4002216,199.0,-0.4603878,-0.9950000643730164,-0.9950000643730164,1.0
308000,1.4002217,199.0,-0.46024945,-0.9955218045607858,-0.9955218045607858,1.0
312000,1.3999876,199.0,-0.46306318,-0.995705948156469,-0.995705948156469,1.0
316000,1.3997109,199.0,-0.46520397,-0.9950000643730164,-0.9950000643730164,1.0
320000,1.3997108,199.0,-0.46549112,-0.9956000655889511,-0.9956000655889511,1.0
324000,1.3986336,199.0,-0.47045222,-0.9950000643730164,-0.9950000643730164,1.0
328000,1.3984272,199.0,-0.46987295,-0.9954138583150404,-0.9954138583150404,1.0
332000,1.3982593,199.0,-0.47245657,-0.995705948156469,-0.995705948156469,1.0
336000,1.3971207,199.0,-0.47490326,-0.9950000643730164,-0.9950000643730164,1.0
340000,1.3971205,199.0,-0.47456178,-0.9955218045607858,-0.9955218045607858,1.0
344000,1.3973333,199.0,-0.47703257,-0.995705948156469,-0.995705948156469,1.0
348000,1.3975723,199.0,-0.47735208,-0.9950000643730164,-0.9950000643730164,1.0
352000,1.397558,199.0,-0.47810817,-0.9956000655889511,-0.9956000655889511,1.0
356000,1.3971788,199.0,-0.48058748,-0.9950000643730164,-0.9950000643730164,1.0
360000,1.3971788,199.0,-0.47979644,-0.9954138583150404,-0.9954138583150404,1.0
364000,1.3973111,199.0,-0.48195913,-0.995705948156469,-0.995705948156469,1.0
368000,1.3974426,199.0,-0.482503,-0.9950000643730164,-0.9950000643730164,1.0
372000,1.3973995,199.0,-0.48231643,-0.9955218045607858,-0.9955218045607858,1.0
376000,1.3967379,199.0,-0.48413253,-0.995705948156469,-0.995705948156469,1.0
380000,1.396738,199.0,-0.48376206,-0.9950000643730164,-0.9950000643730164,1.0
384000,1.3964877,199.0,-0.48481125,-0.9956000655889511,-0.9956000655889511,1.0
388000,1.3956507,199.0,-0.4859983,-0.9950000643730164,-0.9950000643730164,1.0
392000,1.3956509,199.0,-0.4854409,-0.9954138583150404,-0.9954138583150404,1.0
396000,1.395745,199.0,-0.4868033,-0.995705948156469,-0.995705948156469,1.0
400000,1.3958014,199.0,-0.48682815,-0.9950000643730164,-0.9950000643730164,1.0
404000,1.3957696,199.0,-0.48697877,-0.9955218045607858,-0.9955218045607858,1.0
408000,1.3955187,199.0,-0.48801768,-0.995705948156469,-0.995705948156469,1.0
412000,1.3955185,199.0,-0.4877498,-0.9950000643730164,-0.9950000643730164,1.0
416000,1.3959478,199.0,-0.4886106,-0.9956000655889511,-0.9956000655889511,1.0
420000,1.396427,199.0,-0.48912156,-0.9950000643730164,-0.9950000643730164,1.0
424000,1.3964112,199.0,-0.48862687,-0.9954138583150404,-0.9954138583150404,1.0
428000,1.3956861,199.0,-0.48963377,-0.995705948156469,-0.995705948156469,1.0
432000,1.3956863,199.0,-0.48968354,-0.9950000643730164,-0.9950000643730164,1.0
436000,1.3950725,199.0,-0.48986593,-0.9955218045607858,-0.9955218045607858,1.0
440000,1.3940977,199.0,-0.49047762,-0.995705948156469,-0.995705948156469,1.0
444000,1.3940976,199.0,-0.4902883,-0.9950000643730164,-0.9950000643730164,1.0
448000,1.3936701,199.0,-0.4908387,-0.9956000655889511,-0.9956000655889511,1.0
452000,1.3935909,199.0,-0.4910133,-0.9950000643730164,-0.9950000643730164,1.0
456000,1.3938464,199.0,-0.4906848,-0.9954138583150404,-0.9954138583150404,1.0
460000,1.3942629,199.0,-0.49139938,-0.995705948156469,-0.995705948156469,1.0
464000,1.3942629,199.0,-0.49140885,-0.9950000643730164,-0.9950000643730164,1.0
468000,1.3942189,199.0,-0.49137473,-0.9955218045607858,-0.9955218045607858,1.0
472000,1.3941382,199.0,-0.49161902,-0.995705948156469,-0.995705948156469,1.0
476000,1.3941494,199.0,-0.49156225,-0.9950000643730164,-0.9950000643730164,1.0
480000,1.3943702,199.0,-0.49163514,-0.9956000655889511,-0.9956000655889511,1.0
484000,1.3943701,199.0,-0.49194294,-0.9950000643730164,-0.9950000643730164,1.0
488000,1.3938522,199.0,-0.49140194,-0.9954138583150404,-0.9954138583150404,1.0
492000,1.393471,199.0,-0.4916893,-0.995705948156469,-0.995705948156469,1.0
496000,1.393471,199.0,-0.49176934,-0.9950000643730164,-0.9950000643730164,1.0
500000,1.3928264,199.0,-0.49169478,-0.9955218045607858,-0.9955218045607858,1.0
504000,1.3927529,199.0,-0.49189612,-0.995705948156469,-0.995705948156469,1.0
508000,1.3927337,199.0,-0.4918756,-0.9950000643730164,-0.9950000643730164,1.0
512000,1.3926802,199.0,-0.49230337,-0.9956000655889511,-0.9956000655889511,1.0
516000,1.3926802,199.0,-0.49249104,-0.9950000643730164,-0.9950000643730164,1.0
520000,1.3925363,199.0,-0.4924121,-0.9954138583150404,-0.9954138583150404,1.0
524000,1.3924602,199.0,-0.49291372,-0.995705948156469,-0.995705948156469,1.0
528000,1.3924598,199.0,-0.49304923,-0.9950000643730164,-0.9950000643730164,1.0
532000,1.3924459,199.0,-0.4929206,-0.9955218045607858,-0.9955218045607858,1.0
536000,1.3924459,199.0,-0.49311572,-0.995705948156469,-0.995705948156469,1.0
540000,1.3925234,199.0,-0.49300948,-0.9950000643730164,-0.9950000643730164,1.0
544000,1.3925931,199.0,-0.4930784,-0.9956000655889511,-0.9956000655889511,1.0
548000,1.3926358,199.0,-0.4933397,-0.9950000643730164,-0.9950000643730164,1.0
552000,1.3930672,199.0,-0.49313772,-0.9954138583150404,-0.9954138583150404,1.0
556000,1.3930674,199.0,-0.49347642,-0.995705948156469,-0.995705948156469,1.0
560000,1.3929734,199.0,-0.49353576,-0.9950000643730164,-0.9950000643730164,1.0
564000,1.3922677,199.0,-0.49353513,-0.9955218045607858,-0.9955218045607858,1.0
568000,1.3922675,199.0,-0.49371395,-0.995705948156469,-0.995705948156469,1.0
572000,1.3922852,199.0,-0.49367082,-0.9950000643730164,-0.9950000643730164,1.0
576000,1.3923148,199.0,-0.49373788,-0.9956000655889511,-0.9956000655889511,1.0
580000,1.3922794,199.0,-0.49417531,-0.9950000643730164,-0.9950000643730164,1.0
584000,1.3920478,199.0,-0.49385884,-0.9954138583150404,-0.9954138583150404,1.0
588000,1.3920476,199.0,-0.49416116,-0.995705948156469,-0.995705948156469,1.0
592000,1.3911394,199.0,-0.49425015,-0.9950000643730164,-0.9950000643730164,1.0
596000,1.390643,199.0,-0.49403372,-0.9955218045607858,-0.9955218045607858,1.0
600000,1.3905782,199.0,-0.49429607,-0.995705948156469,-0.995705948156469,1.0
604000,1.3899491,199.0,-0.49431115,-0.9950000643730164,-0.9950000643730164,1.0
608000,1.3899492,199.0,-0.4944051,-0.9956000655889511,-0.9956000655889511,1.0
612000,1.3900442,199.0,-0.4946303,-0.9950000643730164,-0.9950000643730164,1.0
616000,1.3903311,199.0,-0.49422166,-0.9954138583150404,-0.9954138583150404,1.0
620000,1.3903311,199.0,-0.4945287,-0.995705948156469,-0.995705948156469,1.0
624000,1.3902398,199.0,-0.49468225,-0.9950000643730164,-0.9950000643730164,1.0
628000,1.3901978,199.0,-0.49447572,-0.9955218045607858,-0.9955218045607858,1.0
632000,1.3899045,199.0,-0.49488243,-0.995705948156469,-0.995705948156469,1.0
636000,1.389274,199.0,-0.49480265,-0.9950000643730164,-0.9950000643730164,1.0
640000,1.3892739,199.0,-0.49485588,-0.9956000655889511,-0.9956000655889511,1.0
644000,1.3885694,199.0,-0.49522144,-0.9950000643730164,-0.9950000643730164,1.0
648000,1.3881513,199.0,-0.49480247,-0.9954138583150404,-0.9954138583150404,1.0
