Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
4000,1.4189384,174.95652173913044,-0.07874641,-0.18350631,0.8378636213866147,0.8378636213866147,0.0,1.0
8000,1.4189384,458.44444444444446,-0.060273707,-0.17447549,0.566444413529502,0.566444413529502,0.0,1.0
12000,1.4189383,635.0,-0.09171348,-0.18602194,0.5453499654928843,0.5453499654928843,0.0,1.0
16000,1.4189384,94.0,-0.07778755,-0.16116494,-0.9998000860214233,-0.9998000860214233,0.0,1.0
20000,1.4189385,999.0,-0.08945099,-0.15297773,-0.9998000860214233,-0.9998000860214233,0.0,1.0
24000,1.4212143,299.0,-0.04439453,-0.15283853,0.13514995574951172,0.13514995574951172,0.1758075705729425,1.0
28000,1.4240856,629.1428571428571,-0.04340266,-0.14989485,0.1937142355101449,0.1937142355101449,0.18811727261969022,1.0
32000,1.4240856,499.375,-0.038481213,-0.16125175,0.12562495842576027,0.12562495842576027,0.21159026041277684,1.0
36000,1.4240856,454.55555555555554,-0.026584469,-0.16313747,0.3232221802075704,0.3232221802075704,0.2812937268366416,1.0
40000,1.4240855,709.4,-0.015446201,-0.15845674,-0.32160005569458006,-0.32160005569458006,0.3914447756949812,1.0
44000,1.4254954,443.4,-0.056230046,-0.12840581,0.31187494844198227,0.31187494844198227,0.20152687840163708,1.0
48000,1.4303081,432.15384615384613,0.007858657,-0.13377202,0.6547076656268194,0.6547076656268194,0.06305708986921953,1.0
52000,1.4303082,505.0,-0.025466347,-0.1164175,-0.1805667281150818,-0.1805667281150818,0.19539829095204672,1.0
56000,1.430308,428.8,0.009564726,-0.130556,0.4493999660015106,0.4493999660015106,0.12623311006464064,1.0
60000,1.4303082,876.75,-0.051024258,-0.10404551,-0.30650005489587784,-0.30650005489587784,0.16203555092215538,1.0
64000,1.4311779,500.42857142857144,0.0013401385,-0.13065016,0.35139996111392974,0.35139996111392974,0.12785125579684972,1.0
68000,1.4364129,999.0,-0.020909835,-0.087280616,0.09619994163513183,0.09619994163513183,0.14887045100331306,1.0
72000,1.4364129,688.4285714285714,-0.0062318034,-0.08710353,-0.25985719902174814,-0.25985719902174814,0.11117298634988922,1.0
76000,1.4364128,568.1666666666666,-0.03087078,-0.08473706,0.039833287398020424,0.039833287398020424,0.11978529083232085,1.0
