Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
24000,1.4201822,29.0,0.42341116,0.8071428565751939,0.8071428565751939,1.0
24500,1.4201821,112.6,0.28114843,0.0794999659061432,0.0794999659061432,1.0
25000,1.4201819,8.38888888888889,0.42963672,0.9355263145346391,0.9355263145346391,1.0
25500,1.4201821,39.0,0.32885355,0.6371428455625262,0.6371428455625262,1.0
26000,1.4201819,34.61538461538461,0.4034577,0.8738461641164926,0.8738461641164926,1.0
26500,1.420182,87.44444444444444,0.33454487,0.24349998235702514,0.24349998235702514,1.0
27000,1.420182,72.33333333333333,0.2972194,0.30499998728434247,0.30499998728434247,1.0
27500,1.4201821,33.36363636363637,0.40385306,0.8639999985694885,0.8639999985694885,1.0
28000,1.4201821,22.6,0.44717714,0.8643749989569187,0.8643749989569187,1.0
28500,1.4201822,34.55,0.4423096,0.7985294110634747,0.7985294110634747,1.0
29000,1.4201821,23.56,0.4793516,0.7334615358939538,0.7334615358939538,1.0
29500,1.4201819,29.764705882352942,0.4470415,0.8118421027534887,0.8118421027534887,1.0
30000,1.420182,21.5,0.4274269,0.8369444410006205,0.8369444410006205,1.0
30500,1.4201821,21.571428571428573,0.37797418,0.8992307644623977,0.8992307644623977,1.0
31000,1.4205252,23.96969696969697,0.42903528,0.71083332101504,0.71083332101504,1.0
31500,1.4216863,29.875,0.5100511,0.9497727345336567,0.9497727345336567,1.0
32000,1.4216862,37.86666666666667,0.48313415,0.5646666566530864,0.5646666566530864,1.0
32500,1.4216862,19.0,0.5109029,0.847000002861023,0.847000002861023,1.0
33000,1.4216862,33.333333333333336,0.48208088,0.8125000037252903,0.8125000037252903,1.0
33500,1.421686,50.61538461538461,0.42936102,0.5503571331501007,0.5503571331501007,1.0
34000,1.4216862,34.55555555555556,0.4104232,0.5449999868869781,0.5449999868869781,1.0
34500,1.4216862,40.833333333333336,0.35906827,0.568999993801117,0.568999993801117,1.0
35000,1.4216863,56.8,0.3428793,0.5849999984105428,0.5849999984105428,1.0
35500,1.4216862,16.705882352941178,0.4686986,0.9506250023841858,0.9506250023841858,1.0
36000,1.4216862,48.642857142857146,0.4109796,0.58624999721845,0.58624999721845,1.0
36500,1.4216862,45.1,0.40707785,0.47874997556209564,0.47874997556209564,1.0
37000,1.4216862,36.40909090909091,0.4991155,0.6923912970916085,0.6923912970916085,1.0
37500,1.4216862,26.3,0.50534755,0.7965517249600641,0.7965517249600641,1.0
38000,1.4216862,16.733333333333334,0.5439039,0.8853225775303379,0.8853225775303379,1.0
38500,1.4216862,28.423076923076923,0.48197106,0.7844000005722046,0.7844000005722046,1.0
39000,1.4216862,13.28,0.5261665,0.9315999984741211,0.9315999984741211,1.0
39500,1.4216862,13.205882352941176,0.5593505,0.9000000068119594,0.9000000068119594,1.0
40000,1.4216862,10.35,0.469104,0.9465789481213218,0.9465789481213218,1.0
40500,1.4216862,21.88888888888889,0.51449394,0.8426315815825212,0.8426315815825212,1.0
41000,1.4216862,24.42105263157895,0.49465212,0.9263888994852701,0.9263888994852701,1.0
41500,1.421868,34.77777777777778,0.4871432,0.7103125005960464,0.7103125005960464,1.0
42000,1.4221784,4.25,0.5257052,0.6613333225250244,0.6613333225250244,1.0
42500,1.4221783,32.0625,0.5240398,0.8140000065167745,0.8140000065167745,1.0
43000,1.4221781,13.727272727272727,0.6057029,0.8828571455819266,0.8828571455819266,1.0
43500,1.4221781,18.22222222222222,0.62769765,0.8533333374394311,0.8533333374394311,1.0
44000,1.4221783,19.066666666666666,0.58882254,0.8379999995231628,0.8379999995231628,1.0
44500,1.4221783,33.36363636363637,0.45087612,0.752999997138977,0.752999997138977,1.0
45000,1.4221783,53.0,0.40784213,0.5974999889731407,0.5974999889731407,1.0
45500,1.4221783,18.533333333333335,0.61029893,0.9136206877642664,0.9136206877642664,1.0
46000,1.4221783,38.25,0.5070513,0.6224999775489172,0.6224999775489172,1.0
46500,1.4221783,51.111111111111114,0.4689036,0.8631250038743019,0.8631250038743019,1.0
47000,1.4221783,37.2,0.49086326,0.6606249958276749,0.6606249958276749,1.0
47500,1.4221781,27.357142857142858,0.5533456,0.8374999990830054,0.8374999990830054,1.0
48000,1.4221783,26.238095238095237,0.5331009,0.6897727223959836,0.6897727223959836,1.0
48500,1.4221783,11.222222222222221,0.58130276,0.9413157858346638,0.9413157858346638,1.0
49000,1.4221781,7.6521739130434785,0.5780743,0.9618750040729841,0.9618750040729841,1.0
49500,1.4221783,36.625,0.42962447,0.6785714200564793,0.6785714200564793,1.0
50000,1.4221783,24.391304347826086,0.5610598,0.7908333316445351,0.7908333316445351,1.0
50500,1.4221783,56.833333333333336,0.49000394,0.598636350848458,0.598636350848458,1.0
51000,1.4221783,29.157894736842106,0.56232595,0.6617499887943268,0.6617499887943268,1.0
51500,1.4221783,28.22222222222222,0.43236563,0.853750005364418,0.853750005364418,1.0
52000,1.4225085,18.208333333333332,0.5241853,0.851818176833066,0.851818176833066,1.0
52500,1.4234563,21.23076923076923,0.63640904,0.9003571484770093,0.9003571484770093,1.0
53000,1.4234563,36.142857142857146,0.51374996,0.6764285606997353,0.6764285606997353,1.0
53500,1.4234563,17.108695652173914,0.64954764,0.8078260836393937,0.8078260836393937,1.0
54000,1.4234563,12.652173913043478,0.6183969,0.8939583326379458,0.8939583326379458,1.0
54500,1.4234563,37.94444444444444,0.5117711,0.6991666555404663,0.6991666555404663,1.0
55000,1.4234563,13.578947368421053,0.5958258,0.9321052683027167,0.9321052683027167,1.0
55500,1.4234563,12.870967741935484,0.59737086,0.903387100465836,0.903387100465836,1.0
56000,1.4234563,23.0,0.6073928,0.8294444415304396,0.8294444415304396,1.0
56500,1.4234563,18.393939393939394,0.5952283,0.8474242452419165,0.8474242452419165,1.0
57000,1.4234563,11.689655172413794,0.59253913,0.9070689678192139,0.9070689678192139,1.0
57500,1.4234563,40.2,0.5313971,0.7842857199055808,0.7842857199055808,1.0
58000,1.4234563,25.785714285714285,0.51114666,0.6799999992052714,0.6799999992052714,1.0
58500,1.4234562,21.575,0.60915583,0.8635897422448183,0.8635897422448183,1.0
59000,1.4234563,16.75,0.61150306,0.8233928573983056,0.8233928573983056,1.0
59500,1.4234563,38.81818181818182,0.490859,0.5940908952192827,0.5940908952192827,1.0
60000,1.4234563,12.621621621621621,0.6027464,0.9352777832084231,0.9352777832084231,1.0
60500,1.4234563,4.894736842105263,0.63435805,0.974523819628216,0.974523819628216,1.0
61000,1.4234563,20.5,0.6189875,0.8944285750389099,0.8944285750389099,1.0
61500,1.4234563,25.652173913043477,0.5216681,0.7377272681756453,0.7377272681756453,1.0
62000,1.4234574,9.395833333333334,0.6713518,0.9505208358168602,0.9505208358168602,1.0
62500,1.4226859,10.303030303030303,0.707247,0.9204411787145278,0.9204411787145278,1.0
63000,1.4226859,12.564102564102564,0.7426355,0.9125000044703484,0.9125000044703484,1.0
63500,1.422686,9.425531914893616,0.6942138,0.9288372147914975,0.9288372147914975,1.0
64000,1.422686,20.416666666666668,0.67056847,0.8985999989509582,0.8985999989509582,1.0
64500,1.4226861,7.666666666666667,0.7170156,0.9233333374939713,0.9233333374939713,1.0
65000,1.422686,33.46153846153846,0.57771325,0.901666671037674,0.901666671037674,1.0
65500,1.422686,11.01639344262295,0.7176984,0.8966393480535413,0.8966393480535413,1.0
66000,1.422686,11.01923076923077,0.70306575,0.9240196136867299,0.9240196136867299,1.0
66500,1.4226859,17.41176470588235,0.69981873,0.8608571461268834,0.8608571461268834,1.0
67000,1.422686,9.591836734693878,0.7161352,0.9636666721767849,0.9636666721767849,1.0
67500,1.4226859,8.791666666666666,0.63199747,0.9247916713356972,0.9247916713356972,1.0
68000,1.4226861,9.816666666666666,0.7276207,0.9425781350582838,0.9425781350582838,1.0
68500,1.422686,12.81081081081081,0.68437004,0.9056944449742635,0.9056944449742635,1.0
69000,1.4226859,11.694444444444445,0.6571897,0.9052777820163302,0.9052777820163302,1.0
69500,1.4226859,5.953125,0.75670034,0.9783077010741601,0.9783077010741601,1.0
70000,1.4226859,10.972222222222221,0.6559832,0.9007142867360797,0.9007142867360797,1.0
70500,1.4226859,17.08695652173913,0.710129,0.880200002193451,0.880200002193451,1.0
71000,1.422686,13.903225806451612,0.71012557,0.9136666735013326,0.9136666735013326,1.0
71500,1.422686,7.47457627118644,0.7091215,0.9528571463056973,0.9528571463056973,1.0
72000,1.422686,9.75,0.7355794,0.9278750032186508,0.9278750032186508,1.0
72500,1.4227641,17.454545454545453,0.7558796,0.8846341473300282,0.8846341473300282,1.0
73000,1.4228551,4.085365853658536,0.801155,0.9550000081459681,0.9550000081459681,1.0
73500,1.4228554,14.265625,0.780736,0.9113934470004723,0.9113934470004723,1.0
74000,1.4228551,5.3428571428571425,0.76094943,0.9205128260147877,0.9205128260147877,1.0
74500,1.4228551,2.7872340425531914,0.7939791,0.9860000093777974,0.9860000093777974,1.0
75000,1.4228553,3.2777777777777777,0.8023468,0.9837500091109957,0.9837500091109957,1.0
75500,1.4228553,21.08,0.7188324,0.8146000003814697,0.8146000003814697,1.0
76000,1.4228553,14.590909090909092,0.76354635,0.8815909095785834,0.8815909095785834,1.0
76500,1.4228551,12.205882352941176,0.76929504,0.9191935543091067,0.9191935543091067,1.0
77000,1.4228553,17.060606060606062,0.72622204,0.8395454558459196,0.8395454558459196,1.0
77500,1.4228551,5.931034482758621,0.8152384,0.9592222293217977,0.9592222293217977,1.0
78000,1.4228553,2.9411764705882355,0.77988285,0.9859677495494965,0.9859677495494965,1.0
78500,1.4228551,10.411764705882353,0.7966287,0.9186567210439426,0.9186567210439426,1.0
79000,1.4228553,5.317647058823529,0.8112282,0.9616292179300544,0.9616292179300544,1.0
79500,1.4228551,12.557692307692308,0.77539724,0.9338775532586234,0.9338775532586234,1.0
80000,1.4228554,4.8,0.8248825,0.9472381029810224,0.9472381029810224,1.0
80500,1.4228553,6.2272727272727275,0.8112218,0.9633157968521118,0.9633157968521118,1.0
81000,1.4228551,5.584905660377358,0.7509558,0.9656730821499457,0.9656730821499457,1.0
81500,1.4228553,7.935483870967742,0.7714106,0.9753448326012184,0.9753448326012184,1.0
82000,1.4228551,3.7051282051282053,0.8071062,0.9781012731262401,0.9781012731262401,1.0
82500,1.422855,12.931034482758621,0.7567199,0.9269318228418176,0.9269318228418176,1.0
83000,1.4220735,28.0,0.7368676,0.7860869583876237,0.7860869583876237,1.0
83500,1.4220735,9.319148936170214,0.82364535,0.9284905712559538,0.9284905712559538,1.0
84000,1.4220735,2.659090909090909,0.8548195,0.9864705962293289,0.9864705962293289,1.0
84500,1.4220734,9.916666666666666,0.82694817,0.948623195938442,0.948623195938442,1.0
85000,1.4220736,7.301204819277109,0.8589857,0.9205056227994769,0.9205056227994769,1.0
85500,1.4220735,3.27027027027027,0.79170173,0.9827272801688223,0.9827272801688223,1.0
86000,1.4220735,3.4696969696969697,0.83774877,0.9831428664071219,0.9831428664071219,1.0
86500,1.4220736,2.6944444444444446,0.8512554,0.9865277856588364,0.9865277856588364,1.0
87000,1.4220735,4.875,0.8635457,0.9610000073909759,0.9610000073909759,1.0
87500,1.4220735,9.55,0.8442558,0.916379317127425,0.916379317127425,1.0
88000,1.4220734,10.325,0.85742515,0.9366049457479406,0.9366049457479406,1.0
88500,1.4220735,6.038461538461538,0.8611908,0.9315384660775845,0.9315384660775845,1.0
89000,1.4220735,6.548780487804878,0.84193385,0.955535719082469,0.955535719082469,1.0
89500,1.4220736,3.859375,0.84474975,0.9809230831953195,0.9809230831953195,1.0
90000,1.4220735,5.9655172413793105,0.783423,0.9757142875875745,0.9757142875875745,1.0
90500,1.4220735,4.73469387755102,0.7985256,0.9731000030040741,0.9731000030040741,1.0
91000,1.4220735,7.4423076923076925,0.8179793,0.9426470644333783,0.9426470644333783,1.0
91500,1.4220735,13.75,0.80863523,0.8665306166726716,0.8665306166726716,1.0
92000,1.4220735,11.583333333333334,0.8311532,0.9278472256329324,0.9278472256329324,1.0
92500,1.4220735,5.642857142857143,0.81834036,0.930326091206592,0.930326091206592,1.0
93000,1.4216392,5.2898550724637685,0.8646835,0.9583582166415542,0.9583582166415542,1.0
93500,1.4212168,2.038961038961039,0.87633145,0.9896202607999874,0.9896202607999874,1.0
94000,1.4212167,5.493827160493828,0.869209,0.9846250072121621,0.9846250072121621,1.0
94500,1.4212168,7.494252873563219,0.8515694,0.9167816125113388,0.9167816125113388,1.0
95000,1.4212168,4.9375,0.8595048,0.9573333392540614,0.9573333392540614,1.0
95500,1.4212167,6.447619047619048,0.87653494,0.948774516582489,0.948774516582489,1.0
96000,1.4212167,3.1341463414634148,0.8725446,0.9835393321648073,0.9835393321648073,1.0
96500,1.4212167,4.685393258426966,0.8664166,0.9645348898200101,0.9645348898200101,1.0
97000,1.4212167,4.69172932330827,0.87591124,0.9689849673357225,0.9689849673357225,1.0
97500,1.4212168,2.0840336134453783,0.883679,0.9895454625452845,0.9895454625452845,1.0
98000,1.421217,5.922077922077922,0.8732124,0.9618831245930164,0.9618831245930164,1.0
98500,1.4212168,3.3157894736842106,0.87002784,0.9842134894949667,0.9842134894949667,1.0
99000,1.4212167,3.84,0.89199114,0.9680092649327384,0.9680092649327384,1.0
99500,1.4212167,4.9411764705882355,0.8589804,0.9605882404481664,0.9605882404481664,1.0
100000,1.4212167,4.849462365591398,0.8599533,0.9637078716513816,0.9637078716513816,1.0
100500,1.4212168,4.630952380952381,0.87751675,0.9662500064481389,0.9662500064481389,1.0
101000,1.4212168,14.547619047619047,0.8003821,0.8788750007748604,0.8788750007748604,1.0
101500,1.4212167,3.0338983050847457,0.8445719,0.9816666712363561,0.9816666712363561,1.0
102000,1.4212168,7.55,0.8551344,0.9451724198357813,0.9451724198357813,1.0
102500,1.4212168,3.8692307692307693,0.88092935,0.9722834726956886,0.9722834726956886,1.0
103000,1.4211597,7.392857142857143,0.8836096,0.9539380595747349,0.9539380595747349,1.0
103500,1.4205195,2.0833333333333335,0.92489773,0.9701500076055527,0.9701500076055527,1.0
104000,1.4205197,2.9375,0.8906574,0.9847580723224147,0.9847580723224147,1.0
104500,1.4205195,2.5576923076923075,0.914428,0.9880952449071975,0.9880952449071975,1.0
105000,1.4205197,2.8518518518518516,0.93641955,0.9791717858402276,0.9791717858402276,1.0
105500,1.4205195,6.66,0.8821127,0.943617028124789,0.943617028124789,1.0
106000,1.4205196,5.7368421052631575,0.9083096,0.9530180236240765,0.9530180236240765,1.0
106500,1.4205196,1.9918032786885247,0.9253,0.9900800065994263,0.9900800065994263,1.0
107000,1.4205195,4.436619718309859,0.9279783,0.9846043226530226,0.9846043226530226,1.0
107500,1.4205196,4.086956521739131,0.92241925,0.9498989937281368,0.9498989937281368,1.0
108000,1.4205196,2.3533333333333335,0.9144531,0.988175681716687,0.988175681716687,1.0
108500,1.4205196,2.2549019607843137,0.9195718,0.9887662402221135,0.9887662402221135,1.0
109000,1.4205195,3.2533333333333334,0.92855877,0.9771959527924254,0.9771959527924254,1.0
109500,1.4205196,2.066666666666667,0.9289642,0.9895341681397479,0.9895341681397479,1.0
110000,1.4205195,1.7692307692307692,0.9410638,0.9909333415826161,0.9909333415826161,1.0
110500,1.4205196,2.134020618556701,0.9198903,0.9893299052395772,0.9893299052395772,1.0
111000,1.4205196,2.076923076923077,0.9287748,0.9895736519680467,0.9895736519680467,1.0
111500,1.4205196,4.456140350877193,0.914133,0.9865086279038725,0.9865086279038725,1.0
112000,1.4205195,4.2105263157894735,0.89931214,0.9478125050663948,0.9478125050663948,1.0
112500,1.4205196,3.3013698630136985,0.92310816,0.9767123346459375,0.9767123346459375,1.0
113000,1.4205196,2.189873417721519,0.90730834,0.98909091717237,0.98909091717237,1.0
113500,1.4201329,3.372413793103448,0.94324183,0.9758098658541559,0.9758098658541559,1.0
114000,1.4197139,1.75,0.96181196,0.9914130510195441,0.9914130510195441,1.0
114500,1.4197139,4.52808988764045,0.95276684,0.9710555606418185,0.9710555606418185,1.0
115000,1.4197139,2.7333333333333334,0.9567445,0.9778698287772004,0.9778698287772004,1.0
115500,1.4197139,1.5555555555555556,0.9642826,0.9922193939588508,0.9922193939588508,1.0
116000,1.4197139,2.7904191616766467,0.96247333,0.9797865911954786,0.9797865911954786,1.0
116500,1.4197139,1.5309278350515463,0.96103483,0.9923737437436075,0.9923737437436075,1.0
117000,1.4197139,1.702127659574468,0.9515102,0.991881727531392,0.991881727531392,1.0
117500,1.4197136,1.4285714285714286,0.95478904,0.9925247584239091,0.9925247584239091,1.0
118000,1.4197139,1.5873015873015872,0.949424,0.9920634982131776,0.9920634982131776,1.0
118500,1.4197139,4.2405063291139244,0.9392241,0.9653246805265352,0.9653246805265352,1.0
119000,1.4197139,4.140845070422535,0.9442563,0.9664189243638838,0.9664189243638838,1.0
119500,1.4197139,5.376237623762377,0.94188625,0.9508947422629909,0.9508947422629909,1.0
120000,1.4197139,4.398550724637682,0.95447797,0.9642605693407462,0.9642605693407462,1.0
120500,1.4197139,5.528301886792453,0.9419419,0.9726190532956804,0.9726190532956804,1.0
121000,1.4197139,5.087719298245614,0.9414512,0.9396087003790814,0.9396087003790814,1.0
121500,1.4197136,2.0545454545454547,0.96621656,0.9897546080723862,0.9897546080723862,1.0
122000,1.4197137,1.5829145728643217,0.96857953,0.9919689183408115,0.9919689183408115,1.0
122500,1.4197139,2.462857142857143,0.9670294,0.982581527336784,0.982581527336784,1.0
123000,1.4197137,1.4333333333333333,0.96858364,0.9927747318377862,0.9927747318377862,1.0
123500,1.4194285,1.7289156626506024,0.95786685,0.9914240576798403,0.9914240576798403,1.0
124000,1.4179316,1.5051546391752577,0.960112,0.9924120669388891,0.9924120669388891,1.0
124500,1.4179317,3.5625,0.94637954,0.9719811374286436,0.9719811374286436,1.0
125000,1.4179314,1.3697478991596639,0.9647785,0.9932031314820051,0.9932031314820051,1.0
125500,1.4179317,1.4782608695652173,0.9583141,0.9926123659262497,0.9926123659262497,1.0
126000,1.4179317,3.9603960396039604,0.9482874,0.9699500060081482,0.9699500060081482,1.0
126500,1.4179313,4.366906474820144,0.94892925,0.964861116061608,0.964861116061608,1.0
127000,1.4179314,1.4342105263157894,0.958377,0.9927960587175269,0.9927960587175269,1.0
127500,1.4179316,1.4509803921568627,0.96723807,0.992788467842799,0.992788467842799,1.0
128000,1.4179316,2.8692307692307693,0.955564,0.9773600058555603,0.9773600058555603,1.0
128500,1.4179316,1.4873096446700507,0.9629248,0.9925621955548946,0.9925621955548946,1.0
129000,1.4179314,5.609929078014185,0.9567372,0.9646071480853217,0.9646071480853217,1.0
129500,1.4179314,3.1188811188811187,0.9433489,0.96282143337386,0.96282143337386,1.0
130000,1.4179316,1.9365079365079365,0.96052825,0.99285156885162,0.99285156885162,1.0
130500,1.4179316,1.3387096774193548,0.9693515,0.9916402177205161,0.9916402177205161,1.0
131000,1.4179316,1.4285714285714286,0.96814615,0.9929096109449527,0.9929096109449527,1.0
131500,1.4179316,2.488372093023256,0.9686007,0.9820056557655334,0.9820056557655334,1.0
132000,1.4179317,3.6875,0.94124526,0.9716822482715143,0.9716822482715143,1.0
132500,1.4179316,1.4951456310679612,0.9541286,0.9928000062704087,0.9928000062704087,1.0
133000,1.4179316,1.467032967032967,0.96499664,0.9925263219758084,0.9925263219758084,1.0
133500,1.4179316,3.869047619047619,0.951199,0.9687500056766328,0.9687500056766328,1.0
134000,1.4169176,3.8506493506493507,0.9557075,0.9675817045510984,0.9675817045510984,1.0
134500,1.4159039,1.5,0.9666852,0.9925000065565109,0.9925000065565109,1.0
135000,1.4159038,3.8176100628930816,0.959615,0.9676774240309193,0.9676774240309193,1.0
135500,1.4159038,1.4931506849315068,0.9658768,0.992600005865097,0.992600005865097,1.0
136000,1.4159038,1.385321100917431,0.9557521,0.9930392217402365,0.9930392217402365,1.0
136500,1.4159037,1.2802547770700636,0.95354587,0.9935493881319776,0.9935493881319776,1.0
137000,1.4159038,2.76878612716763,0.96582335,0.9918421119974371,0.9918421119974371,1.0
137500,1.4159038,5.287128712871287,0.951792,0.9541666712246689,0.9541666712246689,1.0
138000,1.4159037,2.610169491525424,0.96895915,0.9810115663991498,0.9810115663991498,1.0
138500,1.4159038,1.295,0.9717243,0.9839320443208935,0.9839320443208935,1.0
139000,1.4159038,2.7246376811594204,0.9627518,0.9783587837947234,0.9783587837947234,1.0
139500,1.4159039,1.3774509803921569,0.96834767,0.9930952438286372,0.9930952438286372,1.0
140000,1.4159039,2.4301075268817205,0.9742747,0.9827150596726325,0.9827150596726325,1.0
140500,1.4159038,1.2171052631578947,0.97092617,0.9936129089324705,0.9936129089324705,1.0
141000,1.415904,1.2792792792792793,0.96124166,0.9936036091667038,0.9936036091667038,1.0
141500,1.4159038,1.3850931677018634,0.9616073,0.9930937558412551,0.9930937558412551,1.0
142000,1.4159038,1.5467625899280575,0.96688735,0.992250006539481,0.992250006539481,1.0
142500,1.4159038,7.364583333333333,0.94754654,0.949833337465922,0.949833337465922,1.0
143000,1.4159037,2.3555555555555556,0.9668084,0.9719945407304608,0.9719945407304608,1.0
143500,1.4159038,1.2901554404145077,0.9774249,0.993549228949868,0.993549228949868,1.0
144000,1.41545,4.3023255813953485,0.9511219,0.9632692355376024,0.9632692355376024,1.0
144500,1.4140881,1.2355555555555555,0.9737111,0.9937892433239206,0.9937892433239206,1.0
145000,1.414088,1.4258064516129032,0.94981,0.9929220838980242,0.9929220838980242,1.0
145500,1.4140881,2.783582089552239,0.9653655,0.9783206163471891,0.9783206163471891,1.0
146000,1.414088,1.2756410256410255,0.96902835,0.9935582879862171,0.9935582879862171,1.0
146500,1.4140881,2.424731182795699,0.9677021,0.9823076980454581,0.9823076980454581,1.0
147000,1.414088,2.50314465408805,0.9677516,0.9936562556773424,0.9936562556773424,1.0
147500,1.4140881,3.3366336633663365,0.94032955,0.9540686309337616,0.9540686309337616,1.0
148000,1.4140881,1.3584905660377358,0.97047323,0.9932075528041372,0.9932075528041372,1.0
148500,1.414088,2.342245989304813,0.97274864,0.9830687888084896,0.9830687888084896,1.0
149000,1.4140881,2.8248175182481754,0.963122,0.9776562550105155,0.9776562550105155,1.0
149500,1.414088,1.435897435897436,0.9685232,0.992769613569858,0.992769613569858,1.0
150000,1.4140881,1.3862433862433863,0.9695823,0.9930789533414339,0.9930789533414339,1.0
150500,1.414088,2.642857142857143,0.9542259,0.9797635187168379,0.9797635187168379,1.0
151000,1.4140881,1.4236453201970443,0.9666533,0.9928985569212172,0.9928985569212172,1.0
151500,1.414088,2.268041237113402,0.9695199,0.9833246126224857,0.9833246126224857,1.0
152000,1.4140879,1.381578947368421,0.96568125,0.9931089801666064,0.9931089801666064,1.0
152500,1.4140881,1.3786407766990292,0.9585852,0.9931068026903763,0.9931068026903763,1.0
153000,1.4140881,1.3048780487804879,0.9678587,0.9934782667189651,0.9934782667189651,1.0
153500,1.4140881,3.595505617977528,0.96305364,0.9821547016254446,0.9821547016254446,1.0
154000,1.4140879,2.5859872611464967,0.9623816,0.9677419408675163,0.9677419408675163,1.0
154500,1.4137241,4.8545454545454545,0.9365076,0.9593103497192778,0.9593103497192778,1.0
155000,1.4126322,1.4245810055865922,0.9667406,0.9928779127292855,0.9928779127292855,1.0
155500,1.4126322,1.2417582417582418,0.98443645,0.9937566193954024,0.9937566193954024,1.0
156000,1.4126321,3.093220338983051,0.96177423,0.9758558611612063,0.9758558611612063,1.0
156500,1.4126322,3.803921568627451,0.9607323,0.9672222269905938,0.9672222269905938,1.0
157000,1.4126321,2.1623376623376624,0.96452,0.98940625526011,0.98940625526011,1.0
